sep=	
Time	Channel1	Channel2
0.00015999999999999999	1	0.8812500000000001
0.00016199999999999998	1	0.8875000000000001
0.000164	1	0.89375
0.000166	1	0.89375
0.000168	1	0.8875000000000001
0.00016999999999999999	1	0.9
0.00017199999999999998	1	0.9
0.000174	1	0.90625
0.000176	1	0.90625
0.000178	1	0.9
0.00017999999999999998	1	0.90625
0.00018199999999999998	1	0.9125000000000001
0.000184	1	0.9125000000000001
0.000186	1.00625	0.9187500000000001
0.000188	1	0.9187500000000001
0.00018999999999999998	1	0.9187500000000001
0.000192	1	0.9187500000000001
0.000194	1	0.925
0.000196	1.00625	0.93125
0.000198	1	0.925
0.00019999999999999998	1.00625	0.93125
0.000202	1	0.93125
0.000204	1	0.93125
0.000206	1	0.9375
0.000208	1	0.9375
0.00020999999999999998	1	0.9437500000000001
0.000212	1	0.9375
0.000214	1	0.9437500000000001
0.000216	1	0.9437500000000001
0.00021799999999999999	1	0.9500000000000001
0.00021999999999999998	1	0.9437500000000001
0.000222	1	0.9500000000000001
0.000224	1	0.95625
0.000226	1	0.9500000000000001
0.00022799999999999999	1	0.9500000000000001
0.00022999999999999998	1	0.95625
0.000232	1.00625	0.95625
0.000234	1	0.9500000000000001
0.000236	1	0.95625
0.00023799999999999998	1.00625	0.95625
0.00023999999999999998	1	0.9625
0.000242	1	0.95625
0.000244	1	0.9625
0.00024599999999999996	1	0.9625
0.000248	1	0.96875
0.00025	1	0.9625
0.000252	1.00625	0.96875
0.000254	1	0.9625
0.000256	1	0.9750000000000001
0.000258	1	0.96875
0.00026	1	0.96875
0.00026199999999999997	1.00625	0.96875
0.00026399999999999997	1	0.96875
0.000266	1	0.9750000000000001
0.000268	1	0.9750000000000001
0.00027	1	0.9750000000000001
0.000272	1	0.9750000000000001
0.000274	1.00625	0.9812500000000001
0.000276	1	0.9750000000000001
0.000278	1	0.9750000000000001
0.00028	1	0.9812500000000001
0.00028199999999999997	1	0.9750000000000001
0.00028399999999999996	1	0.96875
0.000286	1.00625	0.9812500000000001
0.000288	1	0.9812500000000001
0.00029	1	0.9750000000000001
0.000292	1	0.9812500000000001
0.000294	1	0.9812500000000001
0.000296	1	0.9812500000000001
0.000298	1	0.9812500000000001
0.0003	1	0.9812500000000001
0.00030199999999999997	1	0.9812500000000001
0.00030399999999999996	1	0.9812500000000001
0.000306	1.00625	0.9812500000000001
0.000308	1.00625	0.9812500000000001
0.00031	1	0.9812500000000001
0.000312	1.00625	0.9875
0.000314	1	0.9875
0.000316	1	0.9875
